prop_handle,enum_value,term_value,http_status,passed,notes
disease_term,Splenic Hematoma,Splenic Hematoma,200,True,
disease_term,Splenic Hyperplasia,Splenic Hyperplasia,200,True,
disease_term,T Cell Leukemia,T Cell Leukemia,200,True,
disease_term,T Cell Lymphoma,T Cell Lymphoma,200,True,
disease_term,Thyroid Cancer,Thyroid Cancer,200,True,
disease_term,Unknown,Unknown,200,True,
disease_term,Urothelial Carcinoma,Urothelial Carcinoma,200,True,
primary_disease_site,Abdomen,Abdomen,200,True,
primary_disease_site,Bladder,Bladder,200,True,
primary_disease_site,"Bladder, Prostate","Bladder, Prostate",200,True,
primary_disease_site,"Bladder, Urethra","Bladder, Urethra",200,True,
primary_disease_site,"Bladder, Urethra, Prostate","Bladder, Urethra, Prostate",200,True,
primary_disease_site,"Bladder, Urethra, Vagina","Bladder, Urethra, Vagina",200,True,
primary_disease_site,Bone,Bone,200,True,
primary_disease_site,Bone (Appendicular),Bone (Appendicular),200,True,
primary_disease_site,Bone (Axial),Bone (Axial),200,True,
primary_disease_site,Bone Marrow,Bone Marrow,200,True,
primary_disease_site,Brain,Brain,200,True,
primary_disease_site,Carpus,Carpus,200,True,
primary_disease_site,Chest Wall,Chest Wall,200,True,
primary_disease_site,Cranial Sternum,Cranial Sternum,200,True,
primary_disease_site,Distal Urethra,Distal Urethra,200,True,
primary_disease_site,Elbow Joint,Elbow Joint,200,True,
primary_disease_site,Femur,Femur,200,True,
primary_disease_site,Flank,Flank,200,True,
primary_disease_site,Hip,Hip,200,True,
primary_disease_site,Hock,Hock,200,True,
primary_disease_site,Humerus,Humerus,200,True,
primary_disease_site,Inguinal Region,Inguinal Region,200,True,
primary_disease_site,Kidney,Kidney,200,True,
primary_disease_site,Knee Region,Knee Region,200,True,
primary_disease_site,Lip,Lip,200,True,
primary_disease_site,Lung,Lung,200,True,
primary_disease_site,Lymph Node,Lymph Node,200,True,
primary_disease_site,Mammary Gland,Mammary Gland,200,True,
primary_disease_site,Mandible,Mandible,200,True,
primary_disease_site,Maxilla,Maxilla,200,True,
primary_disease_site,Mouth,Mouth,200,True,
primary_disease_site,Neck,Neck,200,True,
primary_disease_site,Not Applicable,Not Applicable,200,True,
primary_disease_site,Pleural Cavity,Pleural Cavity,200,True,
primary_disease_site,Rib Region,Rib Region,200,True,
primary_disease_site,Shoulder,Shoulder,200,True,
primary_disease_site,Skin,Skin,200,True,
primary_disease_site,Spleen,Spleen,200,True,
primary_disease_site,Subcutis,Subcutis,200,True,
primary_disease_site,Tarsus,Tarsus,200,True,
primary_disease_site,Thigh,Thigh,200,True,
primary_disease_site,Thorax,Thorax,200,True,
primary_disease_site,Thyroid Gland,Thyroid Gland,200,True,
primary_disease_site,Unknown,Unknown,200,True,
primary_disease_site,Urethra,Urethra,200,True,
primary_disease_site,"Urethra, Prostate","Urethra, Prostate",200,True,
primary_disease_site,Urinary Tract,Urinary Tract,200,True,
primary_disease_site,Urogenital Tract,Urogenital Tract,200,True,
stage_of_disease,I,I,200,True,
stage_of_disease,Ia,Ia,200,True,
stage_of_disease,Ib,Ib,200,True,
stage_of_disease,II,II,200,True,
stage_of_disease,IIa,IIa,200,True,
stage_of_disease,IIb,IIb,200,True,
stage_of_disease,III,III,200,True,
stage_of_disease,IIIa,IIIa,200,True,
stage_of_disease,IIIb,IIIb,200,True,
stage_of_disease,IV,IV,200,True,
stage_of_disease,IVa,IVa,200,True,
stage_of_disease,IVb,IVb,200,True,
stage_of_disease,V,V,200,True,
