prop_handle,enum_value,description,model_handle,version_string,node_handle
primary_diagnosis,"Plasmacytoma, Extramedullary",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Infantile Fibrosarcoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Glioma, Malignant, High-Grade Glioma, High-Grade Glioma, NOS Or NEC",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,CNS Primative Neuroectodermal Tumor (PNET),Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Infiltrating duct carcinoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Precursor B-Cell Lymphoblastic Leukemia,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Squamous Cell Carcinoma In Situ, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Acute Myeloid Leukemia, T(16;16)(P 13;Q 11)",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Papillary Transitional Cell Carcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Atypical Teratoid/Rhabdoid Tumor,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Low-Grade Glioneuronal, Neuronal Tumor",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Combined Small Cell-Adenocarcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Hepatocellular Carcinoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Spindle Cell Carcinoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Carcinoma, Diffuse Type",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Lentiginous Melanocytic Nevus,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Glioma, Malignant, Embryonal Tumor With Multilayered Rosettes, C19MC Altered, Other CNS Embryonal Tumors",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Solitary Fibrous Tumor, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Glioma, Malignant, Medulloblastoma, Medulloblastoma, Non-WNT/Non-SHH",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Granulosa Cell Tumor, Malignant",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Ganglioneuroma, Maturing Type, Favorable Histology",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Invasive Lobular Carcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Ganglioglioma, NOS, Other, Other CNS Tumor, NOS Or NEC",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Bland Myofibroblastic Proliferation With Associated Florid Lymphoplasmacytic Inflammation,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Medulloblastoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Hepatoblastoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Low Grade Glial/ Glioneuronal Tumor,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Atypical Teratoid Rhabdoid Tumor, CNS WHO Grade 4",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Oligoastrocytoma, NOS, Other, Other CNS Tumor, NOS Or NEC",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Diffuse Glioma, Favor High Grade",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Reactive Connective Tissue,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Medulloblastoma, NOS, Medulloblastoma, SHH-Activated And TP53-Mutant",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Tumor Cells, Malignant, Medulloblastoma, Medulloblastoma, NOS Or NEC",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Glioma, Malignant, Malignant Peripheral Nerve Sheath Tumor, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Melanoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Malignant Melanocytic Neoplasm,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Chronic Myelogenous Leukemia, BCR/ABL Positive",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Vascular Lesion, Consistent With Hemangioma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Small Cell Neuroendocrine Carcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Medullary Carcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Anaplastic Astrocytoma, IDH-Wildtype, Glioblastoma, IDH Wildtype",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Rhabdomyosarcoma, Embryonal Subtype",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Medulloblastoma By Morphology, NON-WNT By Immunohistochemistry",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Glioma, Malignant, Astrocytoma, IDH-Mutant, High-Grade Glioma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Ganglioglioma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Dysembryoplastic Neuroepithelial Tumor, Angiocentric Glioma, Low-Grade Glioma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Neoplasm, Uncertain Whether Benign Or Malignant, Low-Grade Glioma, Low-Grade Glioma, NOS Or NEC",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Angiomatoid Fibrous Histiocytoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Micropapillary Carcinoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Infiltrating Lobular Carcinoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Gastrointestinal Stromal Tumor,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Desmoplastic Nodular Medulloblastoma, Medulloblastoma, Medulloblastoma, Group 4",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Craniopharyngioma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Sertoli-Leydig Cell Tumor, Intermediate Differentiation, With Heterologous Elements",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Acute Myeloid Leukemia, Inv(16)(P13;Q22)",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Subependymoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Gliomatosis Cerebri,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Infiltrating lobular carcinoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Schwannoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Oligodendroglioma, NOS, Low-Grade Glioma, Low-Grade Glioma, NOS Or NEC",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Dysplasia,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Malignant Rhabdoid Tumor,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Blue Nevus, Malignant",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Adenocarcinoma, Pancreatobiliary Type",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Ependymoma, NOS, Choroid Plexus Tumors, Choroid Plexus Papilloma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Ganglioneuroblastoma, Nodular Type",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Granulosa Cell Tumor, Juvenile",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Juvenile Granulosa Cell Tumor,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Chronic Myeloid Leukemia, BCR-ABL1-Positive",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Head & Neck Squamous Cell Carcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Astrocytoma, NOS, Low-Grade Glioma, Subependymal Giant Cell Astrocytoma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Medulloblastoma, SHH-Activated And TP53-Wildtype",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Ganglioglioma, NOS, Ependymoma, Supratentorial Ependymoma, NOS Or NEC",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Intraductal Papillary Mucinous Neoplasm With An Associated Invasive Carcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Adrenal Cortical Adenoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Adenocarcinoma, Pancreatobiliary Type, Pancreatobiliary-Type Carcinoma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Lipoblastomatosis,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Central Neurocytoma, Glioneuronal And Neuronal Tumors",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Control,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,HHV8 Positive Diffuse Large B-Cell Lymphoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Pilocytic Astrocytoma, Low-Grade Glioma, Pleomorphic Xanthoastrocytoma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Neoplasm, Uncertain Whether Benign Or Malignant, Medulloblastoma, Medulloblastoma, Group 4",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Large Cell Medulloblastoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,B Lymphoblastic Leukemia/Lymphoma With T(12;21)(P13;Q22); TEL-AML1 (ETV6-RUNX1),Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Central Osteosarcoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Chordoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Pilocytic Astrocytoma, Diffuse Leptomeningeal Glioneuronal Tumor, Glioneuronal And Neuronal Tumors",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Pilocytic Astrocytoma, Low-Grade Glioma, Low-Grade Glioma, NOS Or NEC",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Dermatofibrosarcoma Protuberans, Fibrosarcomatous",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Neuroendocrine Carcinoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Glioma, Malignant, Diffuse Pediatric-Type High-Grade Glioma, H3-Wildtype And IDH-Wildtype, High-Grade Glioma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Oligodendroglioma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Acute Monoblastic Leukemia,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Glioma, Malignant, Low-Grade Glioma, Polymorphous Low-Grade Neuroepithelial Tumor Of The Young",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Neoplasm,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Medulloepithelioma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Oligodendroglioma, NOS, High-Grade Glioma, Oligodendroglioma, IDH-Mutant, And 1p/19q-Codeleted",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Not Reported,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Aggressive Fibromatosis,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Acute Myeloid Leukemia With Myelodysplasia-Related Changes,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Langerhans Cell Histiocytosis, Disseminated",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Glioma, Malignant, Low-Grade Glioma, Pilocytic Astrocytoma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Oligoastrocytoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Undifferentiated Nasopharyngeal Carcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Small Cell Carcinoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Chordoma, NOS, Chordoma (Including Poorly Differentiated Chordoma), Other",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Mesothelioma, Biphasic, Malignant, B Lymphoblastic Leukemia/Lymphoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Central Neurocytoma, Low-Grade Glioma, Subependymal Giant Cell Astrocytoma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Undifferentiated Small Round Cell Sarcoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Rhabdomyoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Glioblastoma, IDH Wildtype",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Neoplasm, Malignant, Astrocytoma, IDH-Mutant, Low-Grade Glioma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Therapy Related Myeloid Neoplasm,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Acute Myeloid Leukemia, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Malignant Tumor, Spindle Cell Type, CNS Sarcoma, CNS Sarcoma, NOS Or NEC",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Leydig Cell Tumor, Benign",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Myelodysplastic Syndrome With Single Lineage Dysplasia,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Germinoma, CNS Germ Cell Tumors, CNS Germinoma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Glial Tumor,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Synovial Sarcoma, Spindle Cell",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Spindle Cell Melanoma, Type B",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Familial Adenomatous Polyposis,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Giant Cell Glioblastoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Teratocarcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Adenoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Acral Lentiginous Melanoma, Malignant",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Carcinoma NOS,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Papillary Carcinoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Poorly Differentiated Neuroblastoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Solid Pseudopapillary Neoplasm Of Pancreas,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Nasopharyngeal Carcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Adenocarcinoma In Adenomatous Polyposis Coli,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Leiomyoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Embryonal Rhabdomyosarcoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Choroid Plexus Papilloma, NOS, Other CNS Embryonal Tumors, Pineoblastoma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Tumor Cells, Benign",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Marginal Zone B-Cell Lymphoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Tumor Cells, Malignant, Other, Pineal Parenchymal Tumor Of Intermediate Differentiation",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Pinealoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Atypical Teratoid/Rhabdoid Tumor, INI1/SMARCB1-Altered, WHO Grade 4",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Metastatic Signet Ring Cell Carcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Astrocytoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Desmoplastic Infantile Astrocytoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Malignant Sarcoma With DICER1 Mutation, Favor Primary Intracranial Sarcoma, DICER1 Mutant",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,B Lymphoblastic Leukemia/Lymphoma With Hypodiploidy,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Colon Adenocarcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Ependymoma, NOS, Supratentorial Ependymoma, NOS Or NEC",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Proliferative Dermal Lesion In Congenital Nevus,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Neoplasm, Malignant, Medulloblastoma, Medulloblastoma, WNT-Activated",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Arteriovenous Malformation,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Glioma, Malignant",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Acinar Cell Carcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Spinal Ependymoma, Histologically Low Grade (CNS WHO Grade 2)",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Leukemia, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Hemangioblastoma, Other",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,High-Grade Serous Carcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Medulloblastoma, NOS, Medulloblastoma, Group 3",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Schwannian Stroma Poor Peripheral Neuroblastic Tumor, Consistent With Neuroblastoma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Acute Myeloid Leukemia With Mutated CEBPA,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Parosteal Osteosarcoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Epithelioid Mesothelioma, Malignant",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Meningioma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Neoplasm, Uncertain Whether Benign Or Malignant, ATRT-SHH, Atypical Teratoid/Rhabdoid Tumor",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Choriocarcinoma Combined With Other Germ Cell Elements,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Brain Tumor, Low Grade Glioma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Ganglioglioma, NOS, Diffuse Astrocytoma, MYB- Or MYBL1-Altered, Low-Grade Glioma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Embryonal Tumor With Multilayered Rosettes C19MC-Altered,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Neoplasm, Malignant, Uncertain Whether Primary Or Metastatic",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Desmoplastic Small Round Cell Tumor,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Embryonal Rhabdomyosarcoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Langerhans Cell Histiocytosis,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Glial Neoplasm Showing High-Grade Features,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Oligodendroglioma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Malignant Melanoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Myxopapillary Ependymoma, Ependymoma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Medulloblastoma, NOS, Medulloblastoma, NOS Or NEC",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Neoplasm, Malignant, CNS Embryonal Tumor, NOS Or NEC, Other CNS Embryonal Tumors",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Adenocarcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,B Lymphoblastic Leukemia/Lymphoma With T(9;22)(Q34;Q11.2); BCR-ABL1,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Hemangioendothelioma, Malignant",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Choroid Plexus Neoplasm,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Craniopharyngioma, Adamantinomatous, Adamantinomatous Craniopharyngioma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Pinealoblastoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Large Cell Medulloblastoma, Embryonal Tumor With Multilayered Rosettes, NOS, Other CNS Embryonal Tumors",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Spindle Cell Sarcoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Gliosarcoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Central Primitive Neuroectodermal Tumor,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Astrocytoma, IDH-Mutant, CNS WHO Grade 3",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Astrocytoma, Benign",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Pleomorphic Rhabdomyosarcoma, Adult Type",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Myeloid Sarcoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Glioma, Malignant, Other, Other Low-Grade B-Cell Lymphomas Of The CNS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Ganglioneuroma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Neoplasm, Malignant, High-Grade Glioma, High-Grade Glioma, NOS Or NEC",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Clear Cell Renal Cell Carcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Ependymoma, NOS, Atypical Meningioma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Oligodendroglioma, NOS, Other, Other CNS Tumor, NOS Or NEC",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Malignant Peripheral Nerve Sheath Tumor,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Glioma, Malignant, Diffuse Midline Glioma, H3 K27-Altered, High-Grade Glioma",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Sertoli-Leydig Cell Tumor Of Intermediate Differentiation, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Desmoplastic Nodular Medulloblastoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Papillary Microcarcinoma,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Craniopharyngioma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,Low Grade Glial Neoplasm,Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Leiomyosarcoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_diagnosis,"Follicular Adenocarcinoma, NOS",Primary disease diagnosed for this diagnosis and subject,,,
primary_site,Abdomen,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Abdominal Wall,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Acetabulum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Adjacent Organ,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Adrenal Gland,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Anal/Perianal,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Ankle Joint,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Anterior Skull Base,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Anus,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Appendix,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Ascitic Fluid,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Axilla,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Axillary Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Bladder,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Bladder/Prostate,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Bone,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Bone Face,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Bone Marrow,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Bone or Bone Marrow,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Brain,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Brain/Leptomeninges,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Breast,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Bronchus,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Buttock,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Calcaneum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Carpal Bone,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Cauda Equina Spinal Cord,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Celiac Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Central Nervous System,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Cerebellum,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Cerebrospinal Fluid,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Cervical Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Cervical Spine,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Cervical Vertebra,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Cervix,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Cheek,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Chest,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Chest Wall,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Choroid,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Clavicle,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Coccyx,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Colon,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Craniospinal,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Cutaneous,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Deep Facial Areas,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Deep Gray (e.g. Basal ganglia or Thalamus),Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Dermis,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Distant Lymph Nodes,Anatomical site of disease in primary diagnosis for this diagnosis,,,
primary_site,Dorsal Spine,Anatomical site of disease in primary diagnosis for this diagnosis,,,
