prop_handle,enum_value,description,model_handle,version_string,node_handle
tumor_tissue_type,Normal,Text that describes the kind of disease present in the tumor specimen as related to a specific timepoint (add rows to select multiple values along with timepoints),,,
tumor_tissue_type,Tumor post-adjuvant therapy,Text that describes the kind of disease present in the tumor specimen as related to a specific timepoint (add rows to select multiple values along with timepoints),,,
tumor_tissue_type,Tumor post-neoadjuvant therapy,Text that describes the kind of disease present in the tumor specimen as related to a specific timepoint (add rows to select multiple values along with timepoints),,,
tumor_tissue_type,Tumor post-therapy,Text that describes the kind of disease present in the tumor specimen as related to a specific timepoint (add rows to select multiple values along with timepoints),,,
tumor_tissue_type,Tissue,Text that describes the kind of disease present in the tumor specimen as related to a specific timepoint (add rows to select multiple values along with timepoints),,,
tumor_tissue_type,Premalignant - in situ,Text that describes the kind of disease present in the tumor specimen as related to a specific timepoint (add rows to select multiple values along with timepoints),,,
imaging_assay_type,H&E,Type of imaging assay,,,
imaging_assay_type,SABER,Type of imaging assay,,,
imaging_assay_type,MxIF,Type of imaging assay,,,
imaging_assay_type,mIHC,Type of imaging assay,,,
imaging_assay_type,IHC,Type of imaging assay,,,
imaging_assay_type,t-CyCIF,Type of imaging assay,,,
imaging_assay_type,IMC,Type of imaging assay,,,
imaging_assay_type,GeoMX-DSP,Type of imaging assay,,,
imaging_assay_type,CODEX,Type of imaging assay,,,
imaging_assay_type,MIBI,Type of imaging assay,,,
imaging_assay_type,Not Applicable,Type of imaging assay,,,
imaging_assay_type,ExSeq,Type of imaging assay,,,
imaging_assay_type,MERFISH,Type of imaging assay,,,
imaging_assay_type,CyCIF,Type of imaging assay,,,
pyramid,False,The data file contains an image pyramid,,,
pyramid,True,The data file contains an image pyramid,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,OP,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,OT,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,PR,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,PT,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,PX,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,RF,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,RG,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,RTDOSE,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,RTIMAGE,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,RTPLAN,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,RTRECORD,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,RTSTRUCT,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,SM,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,SMR,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,SR,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,ST,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,TG,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,BI,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,AS,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,AU,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,CD,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,CF,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,CP,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,CR,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,US,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,VF,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,XA,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,XC,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,CS,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,CT,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,DD,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,DF,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,DG,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
performed_imaging_study_nonAcquisitionModalitiesInStudyCode,DM,A coded value specifying the type of equipment that created the images in this imaging study other than that used to acquire the original data.,,,
