prop_handle,enum_value,term_value,description,model_handle,version_string,node_handle
diagnosis,Acute Leukemias of Ambiguous Lineage,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Acute lymphoblastic leukemia, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Acute Lymphoblastic Leukemia/Lymphoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute megakaryoblastic leukemia,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute monocytic leukemia,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia Defined by Differentiation,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute myeloid leukemia with abnormal marrow eosinophils,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with BCL11B Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with BCR::ABL1 Fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute myeloid leukemia with biallelic mutation of CEBPA,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with CBFB::MYH11 Fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with CEBPA Mutation,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with Defining Genetic Abnormalities,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with DEK::NUP214 Fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with ETS Family Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with GATA1 Mutation,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with GLIS Family Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with KAT6A Rearrangment,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with KMT2A Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with KMT2A-PTD,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with Maturation,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with MECOM Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute myeloid leukemia with mutated NPM1,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute myeloid leukemia with myelodysplasia-related changes,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with NPM1 Mutation,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with NUP98 Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with PICALM::MLLT10 Fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with RBM15::MRTFA Fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute myeloid leukemia with RUNX1::CBFA2T family fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with RUNX1::RUNX1T1 Fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myeloid Leukemia with UBTF Tandem Duplication,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute myeloid leukemia without maturation,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Acute myeloid leukemia, 11q23 abnormalities",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Acute myeloid leukemia, minimal differentiation",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Acute Myeloid Leukemia, Myelodysplasia-related",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Acute Myeloid Leukemia, NEC",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Acute myeloid leukemia, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Acute myeloid leukemia, t(8;21)(q22;q22)",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Myelomonocytic Leukemia,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Acute myelomonocytic leukemia, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Promyelocytic Leukemia,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Promyelocytic Leukemia with PML::RARA fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Acute promyelocytic leukemia, t(15;17)(q22;q11-12)",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Acute Undifferentiated Leukemia,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Acute Undifferentiated Leukemia, KMT2A rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adamantinoma of long bones,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adamantinomatous craniopharyngioma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adenocarcinoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adenocarcinoma in adenomatous polyposis coli,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adenocarcinoma in situ in adenomatous polyp,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adenocarcinoma in situ in tubulovillous adenoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adenocarcinoma with mixed subtypes,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adenocarcinoma with neuroendocrine differentiation,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Adenocarcinoma, intestinal type",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Adenocarcinoma, metastatic, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Adenocarcinoma, NEC",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Adenocarcinoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adenoid cystic carcinoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Adenoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adenomatoid Odontogenic Tumor,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adenosarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adrenal Cortical Adenoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Adrenal cortical adenoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adrenal cortical carcinoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Adrenal Cortical Tumor, Uncertain Malignant Potential",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Adrenal Cortical Tumors, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adrenocortical Adenoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adrenocortical Carcinoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Adrenocortical Tumor, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Adrenocortical Tumor, Uncertain Malignant Potential",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Adult-type Diffuse Gliomas,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Aggressive fibromatosis,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Alveolar rhabdomyosarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Alveolar soft part sarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Ameloblastoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Anaplastic Large Cell Lymphoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Anaplastic large cell lymphoma, ALK positive",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Anaplastic large cell lymphoma, T-cell and Null-cell type",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Aneurysmal Bone Cyst,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Angiocentric glioma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Angiocentric immunoproliferative lesion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Angioimmunoblastic T-cell lymphoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Angiomatoid fibrous histiocytoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Angiomyofibroblastoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Angiomyolipoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Angiomyosarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Angiomyxoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Angiosarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Astroblastoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Astroblastoma, MN1-altered",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Astrocytoma, anaplastic",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Astrocytoma, anaplastic, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Astrocytoma, benign",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Astrocytoma, IDH-mutant",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"Astrocytoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,ATRT-MYC,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,ATRT-SHH,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,ATRT-TYR,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"ATRT, NOS or NEC",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Atypical choroid plexus papilloma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Atypical Dendritic Cell Tumor,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Atypical meningioma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,Atypical teratoid/rhabdoid tumor,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,B lymphoblastic leukemia/lymphoma with hyperdiploidy,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL),,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1),,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1),,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B lymphoblastic leukemia/lymphoma, BCR-ABL1-like",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B lymphoblastic leukemia/lymphoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, BCR-ABL1",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, BCR-ABL1 like",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, CRLF2 rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, Dicentric",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, Down Syndrome",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, DUX4-IGH",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, DUX4-IGH like",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, ETV6-RUNX1",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, ETV6-RUNX1 like",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, HLF rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, Hyperdiploidy",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, Hypodiploidy",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, iAMP21",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, IGH-CEBPD",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, IKZF1 N159Y",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, KMT2A rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, KMT2A rearrangement like",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, MEF2D rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, MYC rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, NEC",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, NUTM1 rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, PAX5 alteration",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, PAX5 P80R",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",CCDI-DCC,1.0.0,diagnosis
